#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
HANIFL_00050,176280.SE_1376,2.00E-206,570,"COG0777@1|root,COG0777@2|Bacteria,1TP4U@1239|Firmicutes,4HAI7@91061|Bacilli,4GYC2@90964|Staphylococcaceae",91061|Bacilli,I,Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA,accD,-,"2.1.3.15,6.4.1.2",ko:K01963,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,-,Carboxyl_trans
HANIFL_00055,176280.SE_1375,1.80E-219,606,"COG0825@1|root,COG0825@2|Bacteria,1UHNS@1239|Firmicutes,4HA4C@91061|Bacilli,4GXZQ@90964|Staphylococcaceae",91061|Bacilli,I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",accA,-,"2.1.3.15,6.4.1.2",ko:K01962,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,-,ACCA
HANIFL_00060,176279.SERP1262,1.02E-229,632,"COG0205@1|root,COG0205@2|Bacteria,1TPF4@1239|Firmicutes,4HAPN@91061|Bacilli,4GXZP@90964|Staphylococcaceae",91061|Bacilli,F,"Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis",pfkA,"GO:0003674,GO:0003824,GO:0003872,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006116,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008443,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061615,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576",2.7.1.11,ko:K00850,"ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230","M00001,M00345","R00756,R03236,R03237,R03238,R03239,R04779","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000,ko01009,ko03019",-,-,iYO844.BSU29190,PFK
HANIFL_00065,176279.SERP1261,0,1118,"COG0469@1|root,COG0469@2|Bacteria,1TPGG@1239|Firmicutes,4H9VY@91061|Bacilli,4GXKE@90964|Staphylococcaceae",91061|Bacilli,F,Belongs to the pyruvate kinase family,pyk,"GO:0001871,GO:0003674,GO:0003824,GO:0004743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006116,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009986,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0030246,GO:0030247,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:2001065",2.7.1.40,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"PEP-utilizers,PK,PK_C"
HANIFL_00070,176280.SE_1372,0,869,"COG1113@1|root,COG1113@2|Bacteria,1TP97@1239|Firmicutes,4H9QX@91061|Bacilli,4GXEM@90964|Staphylococcaceae",91061|Bacilli,E,permease,cycA,-,-,"ko:K03293,ko:K11737",-,-,-,-,"ko00000,ko02000","2.A.3.1,2.A.3.1.7",-,-,AA_permease
HANIFL_00075,176279.SERP1258,5.35E-269,736,"COG0372@1|root,COG0372@2|Bacteria,1TPPS@1239|Firmicutes,4H9YE@91061|Bacilli,4GWXT@90964|Staphylococcaceae",91061|Bacilli,C,Belongs to the citrate synthase family,citZ,-,2.3.3.1,ko:K01647,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010,M00012,M00740",R00351,"RC00004,RC00067","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Citrate_synt
HANIFL_00080,176279.SERP1257,2.46E-308,840,"COG0538@1|root,COG0538@2|Bacteria,1UHPE@1239|Firmicutes,4H9US@91061|Bacilli,4GXQU@90964|Staphylococcaceae",91061|Bacilli,C,Isocitrate dehydrogenase NADP,icd,-,1.1.1.42,ko:K00031,"ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146","M00009,M00010,M00173,M00740","R00267,R00268,R01899","RC00001,RC00084,RC00114,RC00626,RC02801","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Iso_dh
HANIFL_00085,176279.SERP1256,5.21E-164,459,"COG0745@1|root,COG0745@2|Bacteria,1TPWS@1239|Firmicutes,4H9KP@91061|Bacilli,4GX6H@90964|Staphylococcaceae",91061|Bacilli,T,Alkaline phosphatase synthesis transcriptional regulatory protein,phoP,-,-,ko:K07658,"ko02020,map02020",M00434,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"Response_reg,Trans_reg_C"
HANIFL_00090,176280.SE_1368,0,1072,"COG5002@1|root,COG5002@2|Bacteria,1TQ1H@1239|Firmicutes,4HB1B@91061|Bacilli,4GXKP@90964|Staphylococcaceae",91061|Bacilli,T,Histidine kinase,phoR,-,2.7.13.3,ko:K07636,"ko02020,map02020",M00434,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c,HisKA,PAS,PAS_4,PAS_9,sCache_like"
HANIFL_00095,176279.SERP1254,0,1682,"COG0258@1|root,COG0749@1|root,COG0258@2|Bacteria,COG0749@2|Bacteria,1TPKJ@1239|Firmicutes,4H9S7@91061|Bacilli,4GXIN@90964|Staphylococcaceae",91061|Bacilli,L,"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity",polA,"GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008409,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0033554,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901362,GO:1901576",2.7.7.7,ko:K02335,"ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440",-,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko01000,ko03032,ko03400",-,-,-,"5_3_exonuc,5_3_exonuc_N,DNA_pol_A"
HANIFL_00100,176279.SERP1253,1.73E-214,591,"COG0266@1|root,COG0266@2|Bacteria,1TPM9@1239|Firmicutes,4H9Q7@91061|Bacilli,4GY8F@90964|Staphylococcaceae",91061|Bacilli,L,"Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates",fpg,-,"3.2.2.23,4.2.99.18",ko:K10563,"ko03410,map03410",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"Fapy_DNA_glyco,H2TH,zf-FPG_IleRS"
HANIFL_00105,176279.SERP1252,2.83E-138,391,"COG0237@1|root,COG0237@2|Bacteria,1V6FS@1239|Firmicutes,4HII3@91061|Bacilli,4GXE3@90964|Staphylococcaceae",91061|Bacilli,F,Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A,coaE,"GO:0003674,GO:0003824,GO:0004140,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.7.1.24,ko:K00859,"ko00770,ko01100,map00770,map01100",M00120,R00130,"RC00002,RC00078","ko00000,ko00001,ko00002,ko01000",-,-,iSB619.SA_RS08510,CoaE
HANIFL_00115,176279.SERP1250,9.25E-247,677,"COG0057@1|root,COG0057@2|Bacteria,1TNYU@1239|Firmicutes,4H9NS@91061|Bacilli,4GWXJ@90964|Staphylococcaceae",91061|Bacilli,G,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family,gapB,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005975,GO:0005996,GO:0006006,GO:0006094,GO:0008150,GO:0008152,GO:0009058,GO:0016051,GO:0016491,GO:0016620,GO:0016903,GO:0019318,GO:0019319,GO:0036094,GO:0043891,GO:0044238,GO:0044281,GO:0044283,GO:0046364,GO:0048037,GO:0050661,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576",1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N"
HANIFL_00120,176279.SERP1249,7.17E-109,313,"COG1327@1|root,COG1327@2|Bacteria,1V3JA@1239|Firmicutes,4HGXA@91061|Bacilli,4GXFP@90964|Staphylococcaceae",91061|Bacilli,K,Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes,nrdR,-,-,ko:K07738,-,-,-,-,"ko00000,ko03000",-,-,-,ATP-cone
HANIFL_00125,176279.SERP1248,0,892,"COG3611@1|root,COG3611@2|Bacteria,1TSBB@1239|Firmicutes,4H9RI@91061|Bacilli,4GWZV@90964|Staphylococcaceae",91061|Bacilli,L,membrane attachment protein,dnaB,-,-,ko:K03346,-,-,-,-,"ko00000,ko03032",-,-,-,DnaB_2
HANIFL_00130,176279.SERP1247,4.45E-225,619,"COG1484@1|root,COG1484@2|Bacteria,1TPZX@1239|Firmicutes,4HABS@91061|Bacilli,4GXX0@90964|Staphylococcaceae",91061|Bacilli,L,Primosomal protein DnaI,dnaI,"GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837",-,ko:K11144,-,-,-,-,"ko00000,ko03032",-,-,-,"DnaI_N,IstB_IS21"
HANIFL_00135,176279.SERP1246,0,1290,"COG0441@1|root,COG0441@2|Bacteria,1TP78@1239|Firmicutes,4HABZ@91061|Bacilli,4GYMQ@90964|Staphylococcaceae",91061|Bacilli,J,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr),thrS,"GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.3,ko:K01868,"ko00970,map00970","M00359,M00360",R03663,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD"
HANIFL_00140,176279.SERP1245,0,967,"COG0833@1|root,COG0833@2|Bacteria,1UHNR@1239|Firmicutes,4HUT7@91061|Bacilli,4GX0X@90964|Staphylococcaceae",91061|Bacilli,E,permease,lysP,-,-,"ko:K03293,ko:K11733",-,-,-,-,"ko00000,ko02000","2.A.3.1,2.A.3.1.2",-,-,AA_permease
HANIFL_00145,176279.SERP1244,3.55E-116,333,"COG0290@1|root,COG0290@2|Bacteria,1V1RC@1239|Firmicutes,4HFUS@91061|Bacilli,4GXE7@90964|Staphylococcaceae",91061|Bacilli,J,"IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins",infC,"GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008",-,ko:K02520,-,-,-,-,"ko00000,ko03012,ko03029",-,-,-,"IF3_C,IF3_N"
HANIFL_00150,176279.SERP1243,2.67E-35,120,"COG0291@1|root,COG0291@2|Bacteria,1VF5W@1239|Firmicutes,4HNIQ@91061|Bacilli,4GZRT@90964|Staphylococcaceae",91061|Bacilli,J,Belongs to the bacterial ribosomal protein bL35 family,rpmI,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",-,ko:K02916,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L35p
HANIFL_00155,176279.SERP1242,5.88E-74,222,"COG0292@1|root,COG0292@2|Bacteria,1V6DB@1239|Firmicutes,4HH2W@91061|Bacilli,4GZ42@90964|Staphylococcaceae",91061|Bacilli,J,Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit,rplT,"GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904",-,ko:K02887,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L20
HANIFL_00160,176279.SERP1241,3.07E-142,401,"COG4112@1|root,COG4112@2|Bacteria,1V277@1239|Firmicutes,4HGGN@91061|Bacilli,4GXK2@90964|Staphylococcaceae",91061|Bacilli,S,DNA mismatch repair protein MutT,ymaB,-,-,-,-,-,-,-,-,-,-,-,NUDIX
HANIFL_00165,176279.SERP1240,6.29E-221,609,"2E6VC@1|root,331EY@2|Bacteria,1V5JZ@1239|Firmicutes,4HQ3P@91061|Bacilli,4GXMH@90964|Staphylococcaceae",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HANIFL_00170,176279.SERP1239,6.37E-296,809,"COG0544@1|root,COG0544@2|Bacteria,1TQQ8@1239|Firmicutes,4H9Q8@91061|Bacilli,4GX3T@90964|Staphylococcaceae",91061|Bacilli,D,Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase,tig,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",-,ko:K03545,-,-,-,-,ko00000,-,-,-,"FKBP_C,Trigger_C,Trigger_N"
HANIFL_00175,176279.SERP1238,3.28E-296,809,"COG1219@1|root,COG1219@2|Bacteria,1TQ00@1239|Firmicutes,4H9U4@91061|Bacilli,4GXV5@90964|Staphylococcaceae",91061|Bacilli,O,ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP,clpX,"GO:0000166,GO:0003674,GO:0003824,GO:0004176,GO:0005488,GO:0005524,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030163,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0044238,GO:0051301,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575",-,ko:K03544,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko03110",-,-,-,"AAA_2,ClpB_D2-small,zf-C4_ClpX"
HANIFL_00180,176279.SERP1237,1.37E-133,379,"COG0218@1|root,COG0218@2|Bacteria,1TSPW@1239|Firmicutes,4HBXZ@91061|Bacilli,4GXB2@90964|Staphylococcaceae",91061|Bacilli,D,Necessary for normal cell division and for the maintenance of normal septation,engB,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K03978,-,-,-,-,"ko00000,ko03036",-,-,-,MMR_HSR1
HANIFL_00185,176279.SERP1236,1.09E-306,838,"COG0373@1|root,COG0373@2|Bacteria,1TQN9@1239|Firmicutes,4HAVC@91061|Bacilli,4GXIU@90964|Staphylococcaceae",91061|Bacilli,H,Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA),hemA,-,1.2.1.70,ko:K02492,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R04109,"RC00055,RC00149","ko00000,ko00001,ko00002,ko01000",-,-,iSB619.SA_RS08420,"GlutR_N,GlutR_dimer,Shikimate_DH"
HANIFL_00190,176280.SE_1346,1.65E-177,496,"COG0755@1|root,COG0755@2|Bacteria,1U8IP@1239|Firmicutes,4HD6H@91061|Bacilli,4GXIH@90964|Staphylococcaceae",91061|Bacilli,O,"COG0755 ABC-type transport system involved in cytochrome c biogenesis, permease component",hemX,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008152,GO:0015886,GO:0016020,GO:0044464,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:0071944,GO:1901678",-,ko:K02497,-,-,-,-,ko00000,-,-,-,Cytochrom_C_asm
HANIFL_00195,176279.SERP1234,3.37E-221,610,"COG0181@1|root,COG0181@2|Bacteria,1TPFQ@1239|Firmicutes,4H9TV@91061|Bacilli,4GX33@90964|Staphylococcaceae",91061|Bacilli,H,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,hemC,"GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.61,ko:K01749,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00084,RC02317,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Porphobil_deam,Porphobil_deamC"
HANIFL_00200,176279.SERP1233,1.83E-159,447,"COG1587@1|root,COG1587@2|Bacteria,1VF07@1239|Firmicutes,4HPUZ@91061|Bacilli,4GY7I@90964|Staphylococcaceae",91061|Bacilli,H,Uroporphyrinogen-III synthase,hemD,-,4.2.1.75,ko:K01719,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03165,RC01861,"ko00000,ko00001,ko00002,ko01000",-,-,-,HEM4
HANIFL_00205,176279.SERP1232,1.11E-234,645,"COG0113@1|root,COG0113@2|Bacteria,1TP09@1239|Firmicutes,4HBQC@91061|Bacilli,4GXB6@90964|Staphylococcaceae",91061|Bacilli,H,Delta-aminolevulinic acid dehydratase,hemB,"GO:0003674,GO:0003824,GO:0004655,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",4.2.1.24,ko:K01698,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R00036,"RC00918,RC01781","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,ALAD
