1AA1C_Z07_32_15YB_C832,1AA1N_Z07_74_15YB_G274,1AA3C_23YAS86,1AA3C_23YAS89,1AA3C_23YAS90,1AA3C_23YAS93,1AA3C_23YAS94,1AA4F_Z02_40_15YD_B440,1AA4F_Z03_94_16YA_A1094,1AA4K_Z02_81_15YD_E981,1AA4K_Z02_85_15YD_F185,1AA4K_Z02_88_15YD_F488,1AA4K_Z02_89_15YD_F589,1AA4N_Z02_71_15YD_D1171,1PA1K_28JA11,1PA1K_28JA17,1PA1K_28JA8,1PA1N_28JA36,1PA1N_28JB33,1PA1N_28JB60,1PA1N_28JB9,1PA2C_11JES51,1PA2C_11JES65,1PA2N_11JES24,1PA2N_11JES89,1PA4C_22YD91,1PA4F_22YD31,1PA4F_22YD37,1PA4F_22YD41,1PA4N_22YD54,1PB2F_Z08_47_24JA_D1147,1PB2F_Z08_49_24JA_E149,1PB2N_24JB27,1PB2N_Z08_44_24JA_D844,1PB3C_23YAC20,1PB3C_8YDS67,1PB3C_8YDS76,1PB3C_8YDS80,1PB3C_8YDS88,1PB3C_8YDS92,1PB3C_8YDS93,1PB3F_Z02_11_15YC_A1111,1PB3F_Z02_13_15YC_B113,1PB3F_Z02_3_15YC_A33,1PB3N_8YDS52,2AA1C_28JA46,2AA1C_28JA47,2AA1C_28JA61,2AA1C_28JA67,2AA3C_23YBC2,2AA3C_9YD74,2AA3C_9YD76,2AA3F_23YBC48,2AA3K_23YBC15,2AA3K_9YD62,2AA3N_8YCS7,2PA1C_11JCS80,2PA1C_11JCS83,2PA3C_15YE37,2PA3C_15YE41,2PA3C_15YE51,2PA3C_15YE61,2PA3C_15YE81,2PA3C_15YE82,2PA3N_15YE35,2PA3N_Z05_63_16YB_H763,2PB1C_Z08_6_24JA_A66,2PB1F_Z08_17_24JA_B517,2PB1K_Z08_8_24JA_A88,2PB1N_24JB79,2PB1N_24JB86,2PB1N_24JB88,2PB1N_24JB91,3AB2K_11JDS35,4AA1F_X1337,4AA1F_X1346,4AA1F_X1348,4AA1F_X1349,4AA1F_X1479,4AA1N_X1625,4AA1N_X1628,4AB1K_X1657,4AB1N_X1385,4AB1N_X1413,5AA3C_Z01_65_9YE_A565,5AA3C_Z01_75_9YE_B375,5AB3F_Z08_28_24JA_C428,5PA1C_11JBS66,5PA1C_11JBS88,5PA1C_11JBS92,5PA1C_11JBS94,5PA1C_11JBS95,5PA1F_11JBS16,5PA1F_11JBS18,5PA1F_11JBS3,5PA1N_11JBS56,5PA1N_11JBS61,5PB3C_22YC81,5PB3C_22YC83,5PB3C_22YC85,5PB3C_22YC90,5PB3F_22YC16,5PB3K_24YB54,5PB3K_24YB64,5PB3N_22YC31,7AA1C_28JC11,7AA1C_28JC2,7AA1C_28JC6,7AA1C_X1493,7AA1F_28JC33,7AA1F_28JC36,7AA1N_28JC39,7AA4C_23YAC39,7AA4C_9YB71,7AA4C_9YB82,7AA4C_Z07_48_8YBS_F1248,7AA4F_Z04_59_8YBS_A259,7AA4N_Z04_67_8YBS_C767,7AB4C_22YB68,7AB4N_22YB3,7AB4N_22YB4,7PA1C_28JC68,7PA1C_28JC84,7PA1F_28JC58,7PA1F_28JC59,7PA1K_28JC60,7PA1K_28JC61,7PA1K_28JC65,7PB4C_Z08_86_15YA_H286,8AA4C_22YB37,8AA4F_24YC6,8AA4K_22YB76,8AA4K_24YC42,8AA4K_Z06_17_16YD_C517,8AB1C_25YH90,8AB1F_25YH17,8AB1F_25YH4,8AB1K_25YH62,8AB1K_25YH71,8AB3K_24YA57,8AB4C_23YAS12,8AB4C_23YAS16,8AB4C_23YAS51,8AB4C_25YA77,8AB4F_25YA19,8AB4N_23YAS25,8AC1C_25YC8,8AC1N_25YC3,8AC4C_8YAS89,8AC4K_9YC54,8AC4K_Z03_15_23YCC_D315,8AC4N_23YBC88,8PA3K_25YE63,8PB1C_25YC36,8PB1C_25YC52,8PB1C_25YC53,8PB1K_25YC40,8PB3F_23YCS6,8PB4N_25YD28
82.465881,82.673302,82.573914,82.617264,82.531403,82.378159,82.523285,82.752609,82.632553,82.753456,82.706177,82.608498,82.381638,82.671783,99.071274,82.426514,99.02298,82.633209,82.42057,82.666588,82.500603,79.902336,82.817444,82.8759,82.744308,82.767166,82.53038,82.888885,82.60569,82.775032,82.432663,82.452576,82.430717,82.356834,82.904419,82.662186,82.552139,83.004776,82.814865,82.9244,82.710236,0,0,0,82.746605,82.797516,82.905533,82.898849,82.999916,82.668884,82.743073,82.867821,82.838913,83.076157,82.325211,82.428787,82.74559,82.865662,82.324371,82.580887,82.199356,82.865051,82.693039,82.855988,82.475189,82.488205,79.461441,99.169312,0,82.786728,82.882584,82.230286,82.418961,97.241333,82.331726,82.939896,82.38797,83.036179,82.785744,82.876099,82.691971,82.855576,82.243317,82.316582,0,0,79.635521,82.814163,82.778412,82.938339,82.957825,82.93512,79.680481,82.960068,82.157364,82.526459,82.595566,82.794655,98.890984,82.791306,82.839478,82.739899,82.90033,79.725365,82.797653,82.730362,82.867233,82.826591,82.674438,99.002075,82.813515,0,82.899963,0,82.660202,82.806549,79.93515,82.432419,83.369034,83.328987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.139595,99.89563,96.733437,99.449768,96.744827,98.079681,99.326126,99.703552,99.233635,99.276367,99.737915,99.376709,98.004494,99.467384,79.761932,97.607895,79.762939,99.813751,98.021706,99.189552,98.018021,79.984207,99.682587,99.685188,99.666428,99.371796,96.865417,99.681763,99.769928,99.573303,97.997452,97.718689,99.381607,97.999924,99.294617,99.302139,99.287079,99.223007,99.268234,99.251602,99.251457,0,0,0,99.275742,99.871338,99.36454,99.28038,99.319504,99.848892,99.828384,99.302338,99.906113,99.240295,98.156601,98.169044,99.84037,99.308632,97.683388,99.274246,97.617905,99.263649,99.283928,99.527763,97.109406,97.035042,78.789444,79.519989,0,99.346031,99.404282,98.149719,97.989647,79.463921,96.842598,99.267883,96.878006,99.433823,99.183464,99.462479,99.453415,99.904755,96.902351,96.919937,0,0,79.5149,99.792213,99.721512,99.820648,99.289772,99.271805,80.799301,99.720444,98.04464,98.080963,99.396118,99.203033,79.7509,99.736389,99.22084,99.770172,99.760437,81.013611,99.74884,99.298683,99.772743,99.776672,99.471161,79.92482,99.758453,0,99.462311,0,99.997406,99.354309,80.700546,99.359894,99.25264,99.247505,82.661453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.137856,99.45507,96.889496,99.417381,96.927368,98.114029,99.426819,99.420456,99.419052,99.344841,99.403366,99.460678,98.145386,99.403732,79.813835,97.647202,79.843704,99.38044,98.141144,99.294418,98.09523,79.955429,99.379036,99.385941,99.390007,99.30188,96.960037,99.381378,99.387436,99.348724,98.126205,97.699402,99.380188,98.144821,99.925331,99.390976,99.416954,99.932739,99.944809,99.952599,99.347076,0,0,0,99.342598,99.369133,99.439423,99.374382,99.323097,99.431885,99.436584,99.413101,99.437149,99.353745,98.25882,98.275757,99.402908,99.301056,97.716965,99.29541,97.735703,99.317268,99.328598,99.35759,97.177872,97.199303,78.995041,79.77182,0,99.345131,99.375847,98.274765,98.114624,79.573746,96.924393,99.141586,96.968384,99.35791,99.232132,99.366447,99.368477,99.353577,96.878983,96.950127,0,0,79.702042,99.343628,99.428558,99.37529,99.461197,99.405426,80.64991,99.367584,98.156403,98.121803,99.367752,99.236877,79.685677,99.372925,99.247894,99.374458,99.403397,80.694405,99.391525,99.370514,99.422775,99.444763,99.328842,79.990044,99.384979,0,99.968842,0,99.454819,99.24057,80.719368,99.318817,99.197403,99.230965,82.887062,99.476379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.125931,99.375847,96.691498,99.458466,96.716858,98.084625,99.335373,99.492294,99.245346,99.066536,99.451797,99.381348,97.983109,99.501518,79.794205,97.702332,79.907028,99.327507,97.936501,99.199783,98.030502,80.041443,99.433044,99.450966,99.425331,99.128738,96.771469,99.425522,99.33223,99.326843,97.982559,97.781761,99.43248,97.953354,99.306473,99.700195,99.709732,99.204079,99.323174,99.272888,99.087448,0,0,0,99.065369,99.285843,99.311447,99.203598,99.259995,99.333832,99.368248,99.245956,99.447586,99.198875,98.086563,98.066788,99.346085,99.361191,97.758438,99.023682,97.732079,99.113647,99.346909,99.399261,96.937866,96.988701,78.811363,79.693176,0,99.156082,99.210114,98.128983,97.888184,79.655365,96.781128,99.156631,96.828499,99.26091,99.227371,99.341743,99.333893,99.410072,96.858459,96.874176,0,0,79.615906,99.398087,99.435234,99.383125,99.187309,99.155182,80.799736,99.450836,98.048569,98.062134,99.678726,99.258911,79.890694,99.404686,99.280762,99.413857,99.450272,80.820541,99.422318,99.12973,99.444122,99.402733,99.982651,79.990082,99.38739,0,99.333305,0,99.338104,99.255905,80.512894,99.252609,99.214439,99.147469,82.749512,99.397972,99.343246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.674232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.045563,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.042267,79.120331,79.248848,79.002029,79.270172,79.067261,79.104401,78.947006,79.264954,78.934555,79.042603,78.958069,78.868591,78.9282,79.044197,79.191589,79.063492,79.008057,78.918465,79.13047,79.013687,79.687347,79.179596,79.188042,79.21524,79.217514,78.972702,79.172607,79.160385,79.164177,78.833984,79.169998,78.817703,78.888718,79.003052,79.044022,79.076477,79.076485,79.045654,79.11235,78.961777,0,0,0,78.921814,78.974503,79.070679,78.958527,79.010666,79.039612,78.98941,79.044388,78.901337,78.990646,79.091728,79.009903,79.270554,79.061172,79.151047,79.284424,79.094902,79.154892,79.082596,79.1772,79.067177,79.071899,78.726967,79.049606,98.137756,79.230316,79.200844,79.095901,78.984505,78.865913,78.642036,78.93309,78.782486,78.858795,79.106674,78.879501,78.78273,79.043449,78.771225,78.794632,0,0,97.8349,78.987198,79.043961,79.140984,79.053764,79.21608,79.362534,79.268646,79.004562,79.128204,79.05809,79.074142,79.228928,79.09584,79.122635,79.18232,79.02449,79.264908,79.195923,79.238998,79.308167,79.393433,78.893463,79.593803,79.368301,97.724251,78.947174,0,79.090393,79.044724,79.163239,78.886192,79.044296,79.049881,79.122772,79.145668,79.324081,79.226334,98.141769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.568985,79.711273,79.954994,79.663193,79.984596,79.483727,79.467796,79.740784,79.463669,79.469925,79.703758,79.410156,79.431503,79.611641,99.08815,79.630112,99.056137,79.683784,79.48748,79.680634,79.588158,79.779556,79.767319,79.868149,79.683731,79.600517,79.895569,79.842026,79.575661,79.758926,79.496567,79.6036,79.386963,79.457611,79.713493,79.452354,79.420868,79.817184,79.724701,79.790283,79.449951,0,0,0,79.438965,79.666,79.705666,79.816132,79.892563,79.637711,79.66571,79.817535,79.700409,79.933548,79.475441,79.63324,79.737152,79.727661,79.323486,79.5532,79.326523,79.646599,79.566803,79.702332,79.678757,79.449066,79.346596,99.164642,0,79.661652,79.800179,79.540604,79.482208,97.264252,79.690125,79.64167,79.824249,79.690216,79.640778,79.792007,79.689178,79.812691,79.539116,79.651306,0,0,79.119873,79.843307,79.647018,79.962715,79.736526,79.849884,79.696693,79.890747,79.349075,79.597382,79.509384,79.721771,98.889877,79.628296,79.700768,79.67662,79.788902,79.76255,79.70314,79.752136,79.752045,79.901627,79.556442,99.07299,79.853516,0,79.776634,0,79.658127,79.71521,79.85936,79.420013,79.679779,79.70359,99.917404,79.679672,79.659508,79.757767,0,79.168488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.152664,99.251732,96.897385,99.309952,96.912643,98.106003,99.367554,99.425446,99.308624,99.117493,99.408157,99.418121,98.139435,99.277283,79.787346,97.771088,79.74189,99.233414,98.101837,99.253784,98.078041,79.870613,99.335472,99.37236,99.335693,99.161629,96.896088,99.321045,99.216118,99.346756,98.103699,97.756889,99.65818,98.122833,99.174652,99.189377,99.210175,99.222137,99.216461,99.193306,99.127472,0,0,0,99.140411,99.256142,99.378098,99.32193,99.436081,99.297043,99.278313,99.354492,99.363724,99.474297,98.236237,98.181969,99.315689,99.193268,97.834488,99.110809,97.81633,99.102722,99.094627,99.236099,97.125626,97.060745,78.976967,79.520828,0,99.12616,99.219048,98.220078,98.118118,79.617706,96.891556,99.145111,96.906738,99.830002,99.189728,99.878891,99.852409,99.357674,96.972015,96.99321,0,0,79.310242,99.456406,99.400375,99.452621,99.291412,99.330734,80.624008,99.434189,98.125572,98.098907,99.27507,99.407913,79.551697,99.39006,99.434258,99.360924,99.353363,80.722191,99.402229,99.212784,99.298195,99.300766,99.319115,79.584183,99.290939,0,99.296326,0,99.208847,99.975601,80.802299,99.98761,99.146294,99.138069,82.845695,99.368683,99.297165,99.303513,0,79.036011,79.931236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.327095,94.855019,87.829216,84.370544,89.260994,87.753304,84.38327,96.853043,87.765823,84.38327,87.703697,85.537613,85.587219,84.86499,79.972275,87.778404,76.986786,87.765823,84.320145,87.001457,93.021698,88.130386,85.208893,97.10849,95.6427,85.537613,88.657196,87.753304,87.765823,93.083954,87.753304,86.34433,93.058701,93.021698,87.803711,88.134613,88.134613,94.495079,88.42009,95.966782,84.789383,94.978355,94.705605,97.000526,86.736359,93.5047,82.255692,85.537613,93.386261,93.364098,93.364098,87.791031,93.364098,93.083954,83.541183,91.596542,86.226837,84.727745,87.691422,97.220779,89.147278,87.740829,84.814392,84.727745,97.072296,90.212448,87.806747,81.739639,0,97.352127,93.058701,93.050568,84.688675,87.65387,92.917328,82.53196,91.569977,78.691986,81.960083,74.410339,76.790176,78.525108,83.762909,85.205528,89.154587,86.130112,88.342239,84.170357,87.803711,84.18335,87.765823,88.071228,97.058609,96.858521,88.594727,88.033798,87.842056,88.121834,94.587662,85.537613,85.119781,85.537613,87.765823,88.498932,84.877777,96.587311,95.379807,87.773087,91.306534,86.706299,87.765823,97.035698,93.058701,88.06929,84.86499,89.032158,86.72583,85.434448,87.716026,87.716026,87.992981,93.083954,88.109108,93.083954,98.070107,88.476929,96.925613,96.554138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.988922,0,96.206894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.203133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.313492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.065842,99.810341,96.785744,99.363159,96.696411,98.025558,99.341812,99.680954,99.229141,99.247063,99.658821,99.394379,97.941536,99.375137,79.807587,97.514168,79.77356,99.786705,97.950928,99.082047,97.95903,79.91832,99.690536,99.705688,99.734726,99.317871,96.789993,99.718559,99.753647,99.566223,97.925713,97.513992,99.267296,98.000519,99.309128,99.245987,99.240051,99.271042,99.339462,99.321915,99.237984,0,0,0,99.236961,99.871506,99.384071,99.351562,99.293793,99.875031,99.8685,99.348953,99.923126,99.200531,98.164124,98.174446,99.816734,99.267319,97.583862,99.185608,97.554626,99.144257,99.229179,99.40744,97.04435,97.043343,78.801071,79.796249,0,99.338272,99.407562,98.153992,98.073143,79.65728,96.784698,99.251877,96.826508,99.373627,99.264076,99.363785,99.395477,99.814331,96.838242,96.830917,0,0,79.52475,99.736771,99.730797,99.754257,99.27504,99.244583,80.796616,99.74852,98.045898,98.067322,99.350235,99.262253,79.741898,99.694519,99.30426,99.666473,99.699226,80.807976,99.736565,99.253761,99.820221,99.827522,99.354462,79.867661,99.78241,0,99.468307,0,99.926178,99.209229,80.744492,99.279633,99.200592,99.206535,82.884499,99.870872,99.364075,99.308655,0,78.907211,79.800171,99.274513,88.19931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.570099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.696617,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.529373,0,81.945221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.151047,79.805908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.619339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.166359,81.147263,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.617867,0,81.369202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.355759,79.591431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.533638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.727928,81.058319,0,0,87.798836,,,,,,,,,,,,,,,,,,,,,,,,,,
96.676338,96.668137,99.299629,96.682449,99.334801,96.698212,96.772346,96.842232,96.623039,96.798447,96.798538,96.758049,96.600403,96.756088,79.672699,98.318863,79.728188,96.525269,96.608749,96.599579,96.611267,79.932236,96.737839,96.734985,96.695045,96.788147,99.296585,96.780388,96.629517,96.765381,96.538208,98.405685,96.836578,96.449234,96.780579,96.686066,96.681244,96.681976,96.787674,96.799492,96.751465,0,0,0,96.624359,96.644547,96.802963,96.72876,96.863083,96.734787,96.768242,96.665436,96.820511,96.704773,96.646187,96.627701,96.751541,96.80452,98.325912,96.774979,98.494934,96.795113,96.693527,96.708427,98.000244,97.919739,78.832443,79.59935,0,96.69873,96.722641,96.634628,96.613098,79.517014,98.540833,96.831192,98.610573,96.902115,96.849312,96.908295,96.900558,96.799591,98.521713,98.472992,0,0,79.53006,96.840408,96.818497,96.848976,96.698685,96.640518,80.826538,96.854858,96.679489,96.522095,96.711906,96.810562,79.557892,96.746246,96.745636,96.741409,96.752335,80.802765,96.805016,96.624962,96.767014,96.78334,96.679565,79.915955,96.752045,0,96.883194,0,96.746521,96.851471,80.719681,96.902939,96.860931,96.836357,82.282715,96.777588,96.873734,96.667038,0,79.05867,79.582703,96.866852,90.31813,0,96.75325,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
99.87764,98.02005,96.655106,97.988174,96.676422,99.876762,98.113586,97.944824,97.981453,97.943481,97.970901,98.151413,99.913101,97.988998,79.403618,97.097473,79.444199,97.963577,99.897758,97.952034,99.923325,80.21106,97.94606,97.973724,98.013191,97.972534,96.728806,98.023285,97.993622,97.947235,99.907684,97.115715,98.168762,99.819527,98.066055,97.930916,97.948227,98.001823,98.043533,98.033234,97.962921,0,0,0,97.961624,98.023346,98.05661,98.007965,98.144814,98.066406,98.052856,98.005417,98.098732,98.123581,98.703812,98.691376,97.928864,97.928802,96.997467,97.964844,97.033936,97.953911,97.960678,98.046379,97.031967,96.973732,78.789856,79.267288,0,97.973633,97.991943,98.71122,98.732391,79.531235,96.561005,98.043808,96.617851,98.170715,97.894341,98.260597,98.242355,98.094055,96.723846,96.75589,0,0,79.480011,98.024063,98.016174,98.020523,97.902359,97.881866,80.930908,98.019646,99.767792,99.705719,97.962891,98.018021,79.66938,98.055092,98.030899,98.046371,98.037781,80.895401,98.079185,97.832245,98.008926,97.985596,98.017357,79.459343,97.991226,0,98.131195,0,97.954582,98.00428,80.690109,98.069351,97.989502,97.886688,82.489441,97.988342,98.057777,97.959564,0,78.970306,79.544426,98.053482,85.03537,0,97.960045,0,0,0,96.630203,,,,,,,,,,,,,,,,,,,,,,,,
99.881615,98.037926,96.665939,98.016937,96.68898,99.879593,98.109161,97.977341,97.98246,97.957642,98.006668,98.147186,99.919899,98.013672,79.35791,97.078262,79.39743,97.973953,99.90255,97.971451,99.921852,80.260529,97.973541,97.981903,97.995361,97.991096,96.719261,98.02327,98.018318,97.91214,99.915939,97.097832,98.136047,99.8517,98.022919,97.9711,98.001801,97.961403,98.024628,97.992294,97.974686,0,0,0,97.961586,98.043228,98.083984,98.027512,98.104095,98.043854,98.018784,98.01474,98.08255,98.105965,98.687668,98.657288,97.92923,97.917038,97.015228,97.953461,97.040123,97.970108,97.96936,98.065865,97.032593,96.998352,78.880829,79.347672,0,97.959412,97.94957,98.66188,98.721344,79.504776,96.52533,98.021568,96.596321,98.201134,97.892746,98.256233,98.255493,98.091888,96.735107,96.74601,0,0,79.431396,98.04377,98.032425,98.044815,97.93206,97.923325,80.916779,98.023582,99.770599,99.710663,97.977112,97.983429,79.680878,98.078384,98.026604,98.050644,98.060913,80.814278,98.083069,97.85788,97.991592,97.974167,97.98407,79.496902,97.986847,0,98.093445,0,97.996552,98.028053,80.707237,98.078094,98.026657,97.908257,82.436081,97.972595,98.074585,97.946503,0,78.951126,79.49939,98.058304,87.765823,0,97.945877,0,0,0,96.622604,99.997093,,,,,,,,,,,,,,,,,,,,,,,
98.197006,99.352325,96.963921,99.33316,96.975807,98.168854,99.59333,99.300232,99.514725,99.336945,99.350616,99.575638,98.150925,99.357681,79.682037,97.691345,79.743317,99.372574,98.174049,99.289734,98.12989,79.882355,99.329666,99.356117,99.346466,99.297623,96.975494,99.366035,99.319687,99.345062,98.185867,97.720627,99.410751,98.147125,99.365234,99.321198,99.334389,99.393906,99.368195,99.350937,99.345642,0,0,0,99.334793,99.309845,99.418381,99.422256,99.920586,99.366669,99.398117,99.461823,99.354294,99.923515,98.161591,98.135696,99.350937,99.331497,97.678833,99.253189,97.684105,99.321304,99.337799,99.283745,97.198654,97.067749,79.014999,79.675629,0,99.345779,99.362717,98.158722,98.063271,79.46891,96.911011,99.141373,96.894196,99.489227,99.305008,99.47126,99.488083,99.339188,96.963074,96.950485,0,0,79.288589,99.279907,99.348572,99.303215,99.510864,99.479607,80.697327,99.361862,98.174179,98.141777,99.268723,99.362213,79.699638,99.366776,99.358093,99.372864,99.359451,80.664978,99.367401,99.274475,99.357025,99.349915,99.283302,79.754974,99.280991,0,99.379143,0,99.321426,99.469734,80.670807,99.436592,99.141167,99.158737,82.943375,99.315186,99.343933,99.274689,0,78.933502,79.833183,99.450607,93.050568,0,99.38147,0,0,0,96.838699,98.166687,98.150864,,,,,,,,,,,,,,,,,,,,,,
99.879929,98.027115,96.62323,98.027527,96.637848,99.869736,98.076355,97.914398,97.95578,97.956711,97.960564,98.141777,99.911346,98.020309,79.365913,97.081062,79.459717,97.980392,99.874008,97.943138,99.907852,80.321915,97.945816,97.990433,97.984856,97.988693,96.67382,98.01059,97.995232,97.886307,99.910812,97.116371,98.154999,99.839005,98.038475,97.950043,97.986435,97.980881,98.008011,97.987732,97.967308,0,0,0,97.93663,98.061981,98.078804,98.025345,98.127365,98.044601,98.027588,97.963264,98.062592,98.112991,98.692825,98.679153,97.93721,97.896431,97.023682,97.959229,97.031662,97.984253,97.966446,98.10527,97.007706,96.99173,78.854324,79.352905,0,97.97892,97.999084,98.639153,98.725388,79.49646,96.555397,98.037834,96.632248,98.2323,97.888931,98.253654,98.25666,98.112091,96.721039,96.747849,0,0,79.545807,98.041718,98.044464,98.031708,97.947639,97.923859,80.958908,97.982529,99.784439,99.733658,97.945793,98.01442,79.652496,98.028801,98.031891,98.046425,98.076614,80.836868,98.040192,97.860458,98.013962,97.996613,98.001373,79.544098,98.009003,0,98.113129,0,97.991882,98.040215,80.707123,98.075974,98.04184,97.922806,82.386078,97.993614,98.071381,97.981262,0,79.01683,79.458054,98.08017,87.765823,0,97.962303,0,0,0,96.648567,99.993332,99.988472,98.145676,,,,,,,,,,,,,,,,,,,,,
80.693375,80.791702,80.673271,80.778503,80.63372,80.664452,80.572647,80.72937,80.704193,80.660706,80.691177,80.579956,80.72876,80.685059,79.435089,80.724403,79.496399,80.722412,80.734009,80.687584,80.812149,80.342163,80.750244,80.771103,80.808487,80.753983,80.596924,80.737289,80.759857,80.753738,80.747543,80.674194,80.654327,80.784119,80.745926,80.67466,80.702934,80.735367,80.686844,80.682236,80.644241,0,0,0,80.699081,80.759979,80.579025,80.680969,80.754593,80.792068,80.794815,80.63414,80.830536,80.729965,80.805267,80.860397,80.628952,80.679031,80.599075,80.841232,80.628845,80.697296,80.71904,80.613609,80.778976,80.751572,78.844093,79.456429,0,80.740036,80.717194,80.871552,80.758446,79.471329,80.440018,80.649445,80.588257,80.496796,80.739899,80.414452,80.530685,80.689056,80.510757,80.611816,0,0,79.342926,80.618073,80.661949,80.61937,80.831375,80.80983,99.760986,80.676437,80.735291,80.826866,80.640579,80.560295,79.714081,80.676529,80.711731,80.666031,80.731033,99.80558,80.727951,80.887817,80.728027,80.65123,80.788292,79.546997,80.670959,0,80.751358,0,80.708542,80.572952,96.556808,80.542618,80.743835,80.728317,79.741135,80.730988,80.670181,80.713814,0,79.135132,79.569519,80.664474,96.975319,0,80.705788,0,0,0,80.711029,80.827744,80.791382,80.66703,80.827301,,,,,,,,,,,,,,,,,,,,
98.130936,99.259171,96.885315,99.363907,96.880264,98.136032,99.47995,99.326782,99.353088,99.254845,99.32119,99.489029,98.03038,99.335144,79.667908,97.651199,79.792572,99.23082,98.040611,99.206573,98.041458,80.204391,99.349899,99.313873,99.314865,99.164825,96.882355,99.311905,99.230743,99.217865,98.048355,97.660934,99.372093,98.068924,99.36097,99.30481,99.305901,99.294144,99.340225,99.299438,99.291138,0,0,0,99.273415,99.343086,99.969879,99.942093,99.4198,99.418999,99.368103,99.964546,99.445801,99.396538,98.117661,98.143021,99.33165,99.232185,97.650429,99.222641,97.675446,99.199341,99.201599,99.272484,97.087578,97.105293,78.926788,79.69001,0,99.218781,99.274414,98.141197,98.12439,79.642517,96.85067,99.173592,96.908432,99.375252,99.071213,99.39222,99.398071,99.341583,96.938499,96.952164,0,0,79.362312,99.350006,99.33902,99.340988,99.288147,99.284912,80.654518,99.359589,98.127319,98.12056,99.335968,99.351425,80.082436,99.301483,99.336472,99.315865,99.298698,80.806519,99.366318,99.208313,99.265404,99.270531,99.25473,79.805611,99.288948,0,99.482414,0,99.312653,99.301834,80.632027,99.330276,99.127632,99.093491,82.882027,99.314163,99.453934,99.27919,0,79.09761,79.715973,99.350464,84.903496,0,99.33799,0,0,0,96.779831,98.040329,98.071991,99.466156,98.053558,80.605698,,,,,,,,,,,,,,,,,,,
